sampleID	Subtype_mRNA	ACO2	ACTR1A	ADAR	ADSL	AIFM1	AJUBA	ATP5ME	BRAT1	CDK6	CRKL	CYB5B	DDX3X	DNAJC9	EAF1	EGFR	EIF1AX	FAM50A	FNTA	GMPS	ICE1	LRPPRC	MRPL17	MVK	NDUFAB1	NUP50	NXT1	OST4	PFDN1	PFN1	PRKRA	RCL1	RMND5A	SCAP	STAMBP	TUBB4B	VBP1	VPS4A	WDR73	YAP1
TCGA-BA-4077-01	Atypical	-0.586538561613877	0.411542384716036	0.261738485105737	-0.813448295900957	0.569756060842485	-1.28653359486803	-0.5887674197463	0.510313903480405	0.55701445305179	0.982586270916238	0.795746745925774	-0.398124766724089	0.110085958596097	0.330665791415394	1.28512339486631	0.168173597155013	0.501928201303705	1.14015890767592	-0.38602203332041	1.43835581901618	-0.56001661960425	-0.641485208854446	-0.274654272453195	-0.795780223614676	0.0360848282954328	-0.0532781097559347	0.525430285307887	1.25670460684225	0.87248032275947	-0.483293354971076	-0.0318189308164889	1.27758052231656	-1.47359436128836	-0.389232767070463	-0.095270445207556	1.73233135803273	-0.506924555023611	0.568433363305936	1.31448199344086
TCGA-BA-5152-01	Atypical	0.290951134713969	-0.821780137937312	0.43977707540999	0.932281376826563	-0.290130454479322	0.950240250010263	-0.18117326791268	-0.75571364585645	-1.31041130798413	-0.811597193995325	0.247744547088069	-0.777464615577649	0.764534178596867	-0.921619817284065	-1.07708963819002	-0.783555790466039	0.714839914367986	-1.29096783688991	0.409040953956513	-0.767394556759905	1.4711514424838	1.28506299751057	0.709381979519945	1.17826915416868	-0.899743618899451	-1.19495559445653	0.671731358323232	0.141722781242674	-0.674587121145844	-2.15505986055652	-0.84458632625982	-0.552347901740186	0.537726142998155	-0.350693099629176	-1.88028145197196	-1.17638180880631	0.984754724869901	-1.2985882715077	-0.138740129649516
TCGA-BA-5153-01	Atypical	-1.40269868692072	0.623059869283676	-0.0295527999092309	-1.16083275491244	1.2127428177222	-1.27993427690327	-2.11823101866451	1.27048933037745	2.54381748668617	1.39408886140456	2.01967000265794	0.781608598931772	0.899884607037193	0.115256679575063	1.80689416951079	1.16332267925097	-0.248295290775693	0.666243046194047	-1.29551310894048	0.772788813136512	-0.373518600624567	-1.19843312316226	-1.30763097463848	-0.967072757072813	-0.799359529417104	0.748772514321375	1.99544776955568	0.420865067563896	-0.64751022358968	0.6637914489662	0.837325443672447	1.71361706196575	0.994110938132786	0.446717719254582	0.690382640053022	0.975111394456598	-0.384492895408761	1.05512339100069	1.20186724767933
TCGA-BA-5555-01	Atypical	-1.16981453870032	0.560124262850632	-0.56871771309094	-0.50549251258334	-1.50085933559735	-0.00403795282331318	-1.16400216565879	0.0461789757275137	0.0103298343876131	0.0234075636844436	0.492011742330466	-0.944501041972824	0.919152498313956	0.87865903269292	1.01684709598433	-0.369132525599813	-0.0424618228073148	0.455549348743221	-0.550647165301897	0.581628704358024	-0.92530268539619	-0.580768932597887	-0.265547552589638	0.964705300418324	-0.27852538158405	-0.542136698801997	-0.0413106769294399	0.282164734220304	-0.00657180716342923	-0.723271767287931	0.173677383000937	1.09245781740147	-1.2884743566398	0.299042152108312	0.0191220973439343	0.746011922851713	-0.5965174171154	-0.102038134514535	1.7623546354001
TCGA-BA-5559-01	Atypical	-1.70637121296331	-0.23760651770858	-0.773612385017644	-1.85674449062323	1.98953451005998	-1.59266899765434	0.526671443940848	0.539042767282881	0.951799074386644	1.13808005937604	1.74293393453472	-0.42435148027139	-0.344869217529167	0.636197949315404	0.957249742365898	0.58362136694841	-0.317364163829801	0.296280354905918	-1.83576512432349	1.16016137540377	1.11558257521386	0.895810238984244	-1.24185422153558	-1.23838162329661	-0.237857000394428	0.00714879921954582	1.38852878064557	0.916035489547472	-1.31380838039132	-0.0222809699173889	0.0924592012511996	0.710979962440038	0.789910162489088	1.29302088165461	0.864806837794305	1.08567870390781	-1.12483952591539	0.0710321806221656	0.477952539394943
TCGA-BA-6869-01	Atypical	-1.76803646884107	0.626039246279349	1.29373479779955	-0.556919674901323	-0.991989878981892	-0.317698056846195	-1.8280005314954	1.30805240814132	0.584151835914259	-0.0868228813451009	-0.169195306011629	-1.20204021089624	1.51770941918587	0.531576915745911	0.743605562899852	0.411424237311826	-3.06481873016869	0.48375573516835	-0.448680815595299	0.46214611774828	-0.556695070075168	-1.14219137965922	-0.928616523727752	1.23668786638091	-0.0353951674817612	-1.07338401359442	0.608144164434607	1.61972259437025	1.99136984830301	-2.01309590976982	-0.279101717018864	0.40274936540546	-1.53711649786029	0.796584984477165	0.260189777465807	1.11136644073377	-1.16403489797816	1.38650144623687	2.19349211769296
TCGA-BB-4217-01	Atypical	1.68282046628188	0.364180101891998	2.48337993360971	0.0241313116192987	1.84310193808441	-0.408567536284036	1.52279364167972	-0.298601528898528	-0.0198620637206409	0.0613321888875646	1.47223174992448	1.89530814570909	-1.72148463200268	-1.43349465251378	-0.434356336915689	1.07165992950163	-0.664136852310168	-0.234382153666123	0.0349732460956309	-0.261284779100135	1.00030223291713	3.54816203263578	-0.697818871600337	-1.50027844869512	-0.1693277772715	-0.669906106468857	-0.839115626645557	1.10040423041085	0.0902722084837273	0.791878345807739	0.981873202240056	-2.87724703943556	1.30574387401002	-1.36051468651437	1.07002833050098	1.02094980775175	0.747441096996835	-1.32158880734799	-1.29734250948939
TCGA-BB-4223-01	Atypical	-0.62208833332915	0.865827965421026	0.405007398390701	-0.175114397101778	1.4712906385383	-1.14806498584954	-1.39073941987565	1.43050323823489	0.335726372918048	0.671832518338537	1.15111988168942	-0.510188755446393	0.670744676789028	1.54761768297271	1.05133405410453	-0.322820914040532	1.28916334772938	1.06427975173491	-1.18583496923546	0.552711838638162	-0.564393217956243	-0.104733543511378	-0.537280833962075	-0.344504444383573	0.051200832723107	-0.288506758191188	1.18603316209123	0.291667312977566	0.535190186257968	1.00368325128996	0.0416384323159913	1.80087899589879	0.452847431214505	-0.145856561309744	0.635059161335414	0.991889697976767	-0.497653796661986	1.36379031183607	-0.186490671893366
TCGA-BB-4225-01	Atypical	-1.06988742069567	0.164737351583361	0.258918873497709	-0.595976733345345	0.587240970096493	-0.633773158514336	-1.07345082348595	0.896182187508483	0.156340378210151	0.110276612703032	-0.123321921283098	-1.23724581289552	0.573393595292819	1.29319382576152	0.881650075967668	-1.07256905030005	0.708140243816536	1.34082248579737	-1.50683498580574	0.414168202923851	-0.500413079454305	-0.632405377199229	-1.3514556235447	0.425823921721599	0.352893903769776	-0.0432417862809453	0.95085053041606	0.4013844254556	0.597625520143061	1.14980345887535	-0.0206535003816406	1.08647975111952	-0.869721566818915	0.198200148651378	-0.570956286294407	0.599702428646176	-0.396640492716878	1.70453521860715	0.558515080851509
TCGA-BB-4228-01	Atypical	-1.99974532775486	0.715399836407703	-0.483046992210069	-1.30208370220959	1.11901255154023	-0.458754856182156	-1.72408691856403	0.629874058979847	0.906107373609472	1.25945112227943	1.33692004952532	-1.06684175402151	2.67835172152623	1.76484994711746	1.86165610269072	-0.164673987734055	1.2447411635765	0.372407055409191	-0.912236020901801	0.234133105376672	-0.978042227320259	0.643077921777894	-1.06524920861841	-0.855817912699408	-0.513665298308221	-0.657754931908183	2.01829469803399	0.433614511199696	-0.464644936608818	-0.0653551341568277	0.7983721823094	2.33880802689587	1.04603501799652	-0.5048795404305	-1.08298643029889	0.687203452401895	-0.658655439198356	0.711848260200789	0.426588832492378
